Mod:Item:MetaData, Localized Name
lotr:item.lotr:helmetAngmar, Angmar Helmet
lotr:item.lotr:bodyAngmar, Angmar Chestplate
lotr:item.lotr:legsAngmar, Angmar Leggings
lotr:item.lotr:bootsAngmar, Angmar Boots
lotr:item.lotr:mango, Mango
lotr:item.lotr:mugMangoJuice, Mango Juice
lotr:item.lotr:banana, Banana
lotr:item.lotr:bananaBread, Banana Bread
lotr:item.lotr:bananaCake, Banana Cake
lotr:item.lotr:lionFur, Lion Fur
lotr:item.lotr:lionRaw, Raw Lion
lotr:item.lotr:lionCooked, Cooked Lion
lotr:item.lotr:zebraRaw, Raw Zebra
lotr:item.lotr:zebraCooked, Cooked Zebra
lotr:item.lotr:rhinoRaw, Raw Rhino
lotr:item.lotr:rhinoCooked, Cooked Rhino
lotr:item.lotr:rhinoHorn, Rhino Horn
lotr:item.lotr:battleaxeRohan, Rohirric Battleaxe
lotr:item.lotr:lionBed, Lion Fur Bed
lotr:item.lotr:scimitarNearHarad, Near Harad Scimitar
lotr:item.lotr:helmetNearHarad, Near Harad Helmet
lotr:item.lotr:bodyNearHarad, Near Harad Chestplate
lotr:item.lotr:legsNearHarad, Near Harad Leggings
lotr:item.lotr:bootsNearHarad, Near Harad Boots
lotr:item.lotr:gemsbokHide, Gemsbok Hide
lotr:item.lotr:gemsbokHorn, Gemsbok Horn
lotr:item.lotr:helmetGemsbok, Gemsbok Hide Helmet
lotr:item.lotr:bodyGemsbok, Gemsbok Hide Chestplate
lotr:item.lotr:legsGemsbok, Gemsbok Hide Leggings
lotr:item.lotr:bootsGemsbok, Gemsbok Hide Boots
lotr:item.lotr:mapleSyrup, Maple Syrup
lotr:item.lotr:hobbitPancakeMapleSyrup, Hobbit Pancake with Maple Syrup
lotr:item.lotr:mugMapleBeer:0, Maple Beer
lotr:item.lotr:mugMapleBeer:1, Maple Beer
lotr:item.lotr:mugMapleBeer:2, Maple Beer
lotr:item.lotr:mugMapleBeer:3, Maple Beer
lotr:item.lotr:mugMapleBeer:4, Maple Beer
lotr:item.lotr:helmetHighElven, High Elven Helmet
lotr:item.lotr:bodyHighElven, High Elven Chestplate
lotr:item.lotr:legsHighElven, High Elven Leggings
lotr:item.lotr:bootsHighElven, High Elven Boots
lotr:item.lotr:shovelHighElven, High Elven Shovel
lotr:item.lotr:pickaxeHighElven, High Elven Pickaxe
lotr:item.lotr:axeHighElven, High Elven Axe
lotr:item.lotr:swordHighElven, High Elven Sword
lotr:item.lotr:hoeHighElven, High Elven Hoe
lotr:item.lotr:daggerHighElven, High Elven Dagger
lotr:item.lotr:daggerHighElvenPoisoned, Poisoned High Elven Dagger
lotr:item.lotr:spearHighElven, High Elven Spear
lotr:item.lotr:highElvenBed, High Elven Bed
lotr:item.lotr:daggerNearHarad, Near Harad Dagger
lotr:item.lotr:daggerNearHaradPoisoned, Poisoned Near Harad Dagger
lotr:item.lotr:spearNearHarad, Near Harad Spear
lotr:item.lotr:nearHaradBow, Bow of Harad
lotr:item.lotr:date, Date
lotr:item.lotr:mugAraq:0, Araq
lotr:item.lotr:mugAraq:1, Araq
lotr:item.lotr:mugAraq:2, Araq
lotr:item.lotr:mugAraq:3, Araq
lotr:item.lotr:mugAraq:4, Araq
lotr:item.lotr:blueDwarfSteel, Blue Dwarven Steel Ingot
lotr:item.lotr:shovelBlueDwarven, Blue Dwarven Shovel
lotr:item.lotr:pickaxeBlueDwarven, Blue Dwarven Pickaxe
lotr:item.lotr:axeBlueDwarven, Blue Dwarven Axe
lotr:item.lotr:swordBlueDwarven, Blue Dwarven Sword
lotr:item.lotr:hoeBlueDwarven, Blue Dwarven Hoe
lotr:item.lotr:daggerBlueDwarven, Blue Dwarven Dagger
lotr:item.lotr:daggerBlueDwarvenPoisoned, Poisoned Blue Dwarven Dagger
lotr:item.lotr:battleaxeBlueDwarven, Blue Dwarven Battleaxe
lotr:item.lotr:hammerBlueDwarven, Blue Dwarven Warhammer
lotr:item.lotr:mattockBlueDwarven, Blue Dwarven Mattock
lotr:item.lotr:throwingAxeBlueDwarven, Blue Dwarven Throwing Axe
lotr:item.lotr:helmetBlueDwarven, Blue Dwarven Helmet
lotr:item.lotr:bodyBlueDwarven, Blue Dwarven Chestplate
lotr:item.lotr:legsBlueDwarven, Blue Dwarven Leggings
lotr:item.lotr:bootsBlueDwarven, Blue Dwarven Boots
lotr:item.lotr:dwarvenRing, Dwarven Marriage Ring
lotr:item.lotr:spearDwarven, Dwarven Spear
lotr:item.lotr:spearBlueDwarven, Blue Dwarven Spear
lotr:item.lotr:horseArmorIron, item.lotr:horseArmorIron.name
lotr:item.lotr:horseArmorGold, item.lotr:horseArmorGold.name
lotr:item.lotr:horseArmorDiamond, item.lotr:horseArmorDiamond.name
lotr:item.lotr:horseArmorGondor, Gondorian Horse Armor
lotr:item.lotr:horseArmorRohan, Rohirric Horse Armor
lotr:item.lotr:wargArmorUruk, Isengard Warg Armor
lotr:item.lotr:horseArmorHighElven, High Elven Horse Armor
lotr:item.lotr:horseArmorGaladhrim, Galadhrim Horse Armor
lotr:item.lotr:horseArmorMorgul, Morgul Horse Armor
lotr:item.lotr:horseArmorMithril, Mithril Horse Armor
lotr:item.lotr:elkArmorWoodElven, Wood-elven Elk Armor
lotr:item.lotr:wargArmorMordor, Mordor Warg Armor
lotr:item.lotr:wargArmorAngmar, Angmar Warg Armor
lotr:item.lotr:mugCarrotWine:0, Carrot Wine
lotr:item.lotr:mugCarrotWine:1, Carrot Wine
lotr:item.lotr:mugCarrotWine:2, Carrot Wine
lotr:item.lotr:mugCarrotWine:3, Carrot Wine
lotr:item.lotr:mugCarrotWine:4, Carrot Wine
lotr:item.lotr:mugBananaBeer:0, Banana Beer
lotr:item.lotr:mugBananaBeer:1, Banana Beer
lotr:item.lotr:mugBananaBeer:2, Banana Beer
lotr:item.lotr:mugBananaBeer:3, Banana Beer
lotr:item.lotr:mugBananaBeer:4, Banana Beer
lotr:item.lotr:mugMelonLiqueur:0, Melon Liqueur
lotr:item.lotr:mugMelonLiqueur:1, Melon Liqueur
lotr:item.lotr:mugMelonLiqueur:2, Melon Liqueur
lotr:item.lotr:mugMelonLiqueur:3, Melon Liqueur
lotr:item.lotr:mugMelonLiqueur:4, Melon Liqueur
lotr:item.lotr:strawBed, Straw Bed
lotr:item.lotr:orcSkullStaff, Orc Skull Staff
lotr:item.lotr:swordDolGuldur, Dol Guldur Sword
lotr:item.lotr:daggerDolGuldur, Dol Guldur Dagger
lotr:item.lotr:daggerDolGuldurPoisoned, Poisoned Dol Guldur Dagger
lotr:item.lotr:spearDolGuldur, Dol Guldur Spear
lotr:item.lotr:shovelDolGuldur, Dol Guldur Shovel
lotr:item.lotr:axeDolGuldur, Dol Guldur Axe
lotr:item.lotr:pickaxeDolGuldur, Dol Guldur Pickaxe
lotr:item.lotr:hoeDolGuldur, Dol Guldur Hoe
lotr:item.lotr:battleaxeDolGuldur, Dol Guldur Battleaxe
lotr:item.lotr:hammerDolGuldur, Dol Guldur Warhammer
lotr:item.lotr:helmetDolGuldur, Dol Guldur Helmet
lotr:item.lotr:bodyDolGuldur, Dol Guldur Chestplate
lotr:item.lotr:legsDolGuldur, Dol Guldur Leggings
lotr:item.lotr:bootsDolGuldur, Dol Guldur Boots
lotr:item.lotr:dalishPastry, Dalish Pastry
lotr:item.lotr:redBook, Red Book
lotr:item.lotr:termite, Exploding Termite
lotr:item.lotr:helmetUtumno, Utumno Helmet
lotr:item.lotr:bodyUtumno, Utumno Chestplate
lotr:item.lotr:legsUtumno, Utumno Leggings
lotr:item.lotr:bootsUtumno, Utumno Boots
lotr:item.lotr:flaxSeeds, Flax Seeds
lotr:item.lotr:flax, Flax
lotr:item.lotr:blueberry, Blueberries
lotr:item.lotr:blackberry, Blackberries
lotr:item.lotr:raspberry, Raspberries
lotr:item.lotr:cranberry, Cranberries
lotr:item.lotr:elderberry, Elderberries
lotr:item.lotr:chestnut, Conker
lotr:item.lotr:chestnutRoast, Roast Chestnut
lotr:item.lotr:blackUrukSteel, Black Uruk Steel Ingot
lotr:item.lotr:scimitarBlackUruk, Black Uruk Scimitar
lotr:item.lotr:daggerBlackUruk, Black Uruk Dagger
lotr:item.lotr:daggerBlackUrukPoisoned, Poisoned Black Uruk Dagger
lotr:item.lotr:spearBlackUruk, Black Uruk Spear
lotr:item.lotr:battleaxeBlackUruk, Black Uruk Battleaxe
lotr:item.lotr:hammerBlackUruk, Black Uruk Warhammer
lotr:item.lotr:helmetBlackUruk, Black Uruk Helmet
lotr:item.lotr:bodyBlackUruk, Black Uruk Chestplate
lotr:item.lotr:legsBlackUruk, Black Uruk Leggings
lotr:item.lotr:bootsBlackUruk, Black Uruk Boots
lotr:item.lotr:blackUrukBow, Black Uruk Bow
lotr:item.lotr:helmetNearHaradWarlord, Near Harad Warlord Helmet
lotr:item.lotr:utumnoKey:0, Key of Ice
lotr:item.lotr:utumnoKey:1, Key of Obsidian
lotr:item.lotr:utumnoKey:2, Key Handle
lotr:item.lotr:utumnoKey:3, Key Shaft
lotr:item.lotr:utumnoKey:4, Key Pin
lotr:item.lotr:utumnoKey:5, Key Handle
lotr:item.lotr:utumnoKey:6, Key Shaft
lotr:item.lotr:utumnoKey:7, Key Pin
lotr:item.lotr:swordUtumno, Utumno Sword
lotr:item.lotr:daggerUtumno, Utumno Dagger
lotr:item.lotr:daggerUtumnoPoisoned, Poisoned Utumno Dagger
lotr:item.lotr:spearUtumno, Utumno Spear
lotr:item.lotr:battleaxeUtumno, Utumno Battleaxe
lotr:item.lotr:hammerUtumno, Utumno Warhammer
lotr:item.lotr:utumnoBow, Utumno Bow
lotr:item.lotr:mugCactusLiqueur:0, Cactus Liqueur
lotr:item.lotr:mugCactusLiqueur:1, Cactus Liqueur
lotr:item.lotr:mugCactusLiqueur:2, Cactus Liqueur
lotr:item.lotr:mugCactusLiqueur:3, Cactus Liqueur
lotr:item.lotr:mugCactusLiqueur:4, Cactus Liqueur
lotr:item.lotr:rohanBow, Rohirric Bow
lotr:item.lotr:gondorBow, Gondorian Bow
lotr:item.lotr:highElvenBow, High Elven Bow
lotr:item.lotr:utumnoPickaxe, Pickaxe of the Underworld
lotr:item.lotr:balrogWhip, Balrog Whip
lotr:item.lotr:battleaxeIron, Iron Battleaxe
lotr:item.lotr:battleaxeBronze, Bronze Battleaxe
lotr:item.lotr:bronzeCrossbow, Bronze Crossbow
lotr:item.lotr:conquestHorn, Horn of Conquest
lotr:item.lotr:helmetHalfTroll, Half-troll Helmet
lotr:item.lotr:bodyHalfTroll, Half-troll Chestplate
lotr:item.lotr:legsHalfTroll, Half-troll Leggings
lotr:item.lotr:bootsHalfTroll, Half-troll Boots
lotr:item.lotr:battleaxeHalfTroll, Half-troll Battleaxe
lotr:item.lotr:hammerHalfTroll, Half-troll Warhammer
lotr:item.lotr:maceHalfTroll, Half-troll Mace
lotr:item.lotr:scimitarHalfTroll, Half-troll Scimitar
lotr:item.lotr:daggerHalfTroll, Half-troll Dagger
lotr:item.lotr:daggerHalfTrollPoisoned, Poisoned Half-troll Dagger
lotr:item.lotr:mugTorogDraught:0, Torog Draught
lotr:item.lotr:mugTorogDraught:1, Torog Draught
lotr:item.lotr:mugTorogDraught:2, Torog Draught
lotr:item.lotr:mugTorogDraught:3, Torog Draught
lotr:item.lotr:mugTorogDraught:4, Torog Draught
lotr:item.lotr:berryPie, Berry Pie
lotr:item.lotr:mugBlueberryJuice, Blueberry Juice
lotr:item.lotr:mugBlackberryJuice, Blackberry Juice
lotr:item.lotr:mugRaspberryJuice, Raspberry Juice
lotr:item.lotr:mugCranberryJuice, Cranberry Juice
lotr:item.lotr:mugElderberryJuice, Elderberry Juice
lotr:item.lotr:rhinoArmorHalfTroll, Half-troll Rhino Armor
lotr:item.lotr:helmetDwarvenSilver, Silver-trimmed Dwarven Helmet
lotr:item.lotr:bodyDwarvenSilver, Silver-trimmed Dwarven Chestplate
lotr:item.lotr:legsDwarvenSilver, Silver-trimmed Dwarven Leggings
lotr:item.lotr:bootsDwarvenSilver, Silver-trimmed Dwarven Boots
lotr:item.lotr:helmetDwarvenGold, Gold-trimmed Dwarven Helmet
lotr:item.lotr:bodyDwarvenGold, Gold-trimmed Dwarven Chestplate
lotr:item.lotr:legsDwarvenGold, Gold-trimmed Dwarven Leggings
lotr:item.lotr:bootsDwarvenGold, Gold-trimmed Dwarven Boots
lotr:item.lotr:helmetDwarvenMithril, Mithril-trimmed Dwarven Helmet
lotr:item.lotr:bodyDwarvenMithril, Mithril-trimmed Dwarven Chestplate
lotr:item.lotr:legsDwarvenMithril, Mithril-trimmed Dwarven Leggings
lotr:item.lotr:bootsDwarvenMithril, Mithril-trimmed Dwarven Boots
lotr:item.lotr:torogStew, Torog Stew
lotr:item.lotr:elfSteel, Elven Steel Ingot
lotr:item.lotr:swordDolAmroth, Dol Amroth Sword
lotr:item.lotr:helmetDolAmroth, Dol Amroth Helmet
lotr:item.lotr:bodyDolAmroth, Dol Amroth Chestplate
lotr:item.lotr:legsDolAmroth, Dol Amroth Leggings
lotr:item.lotr:bootsDolAmroth, Dol Amroth Boots
lotr:item.lotr:horseArmorDolAmroth, Dol Amroth Horse Armor
lotr:item.lotr:swanFeather, Swan Feather
lotr:item.lotr:daggerMoredain, Moredain Dagger
lotr:item.lotr:daggerMoredainPoisoned, Poisoned Moredain Dagger
lotr:item.lotr:battleaxeMoredain, Moredain Battleaxe
lotr:item.lotr:spearMoredain, Moredain Spear
lotr:item.lotr:helmetMoredain, Moredain Helmet
lotr:item.lotr:bodyMoredain, Moredain Chestplate
lotr:item.lotr:legsMoredain, Moredain Leggings
lotr:item.lotr:bootsMoredain, Moredain Boots
lotr:item.lotr:helmetMoredainLion, Moredain Chieftain Helmet
lotr:item.lotr:bodyMoredainLion, Moredain Chieftain Chestplate
lotr:item.lotr:legsMoredainLion, Moredain Chieftain Leggings
lotr:item.lotr:bootsMoredainLion, Moredain Chieftain Boots
lotr:item.lotr:helmetHaradRobes, Harad Turban
lotr:item.lotr:bodyHaradRobes, Harad Robe
lotr:item.lotr:legsHaradRobes, Harad Robe Leggings
lotr:item.lotr:bootsHaradRobes, Harad Robe Shoes
lotr:item.lotr:helmetBone, Bone Helmet
lotr:item.lotr:bodyBone, Bone Chestplate
lotr:item.lotr:legsBone, Bone Leggings
lotr:item.lotr:bootsBone, Bone Boots
lotr:item.lotr:cram, Cram
lotr:item.lotr:throwingAxeBronze, Bronze Throwing Axe
lotr:item.lotr:throwingAxeIron, Iron Throwing Axe
lotr:item.lotr:bossTrophy:0, Mountain Troll Chieftain Skull
lotr:item.lotr:bossTrophy:1, Mallorn Ent Trunk
lotr:item.lotr:swordGondolin, Gondolinian Sword
lotr:item.lotr:maceMallornCharred, Charred Mallorn Mace
lotr:item.lotr:lemon, Lemon
lotr:item.lotr:lemonCake, Lemon Cake
lotr:item.lotr:orange, Orange
lotr:item.lotr:mugOrangeJuice, Orange Juice
lotr:item.lotr:mugLemonLiqueur:0, Lemon Liqueur
lotr:item.lotr:mugLemonLiqueur:1, Lemon Liqueur
lotr:item.lotr:mugLemonLiqueur:2, Lemon Liqueur
lotr:item.lotr:mugLemonLiqueur:3, Lemon Liqueur
lotr:item.lotr:mugLemonLiqueur:4, Lemon Liqueur
lotr:item.lotr:mugLemonade, Lemonade
lotr:item.lotr:helmetGondolin, Gondolinian Helmet
lotr:item.lotr:bodyGondolin, Gondolinian Chestplate
lotr:item.lotr:legsGondolin, Gondolinian Leggings
lotr:item.lotr:bootsGondolin, Gondolinian Boots
lotr:item.lotr:lime, Lime
lotr:item.lotr:mugLimeLiqueur:0, Lime Liqueur
lotr:item.lotr:mugLimeLiqueur:1, Lime Liqueur
lotr:item.lotr:mugLimeLiqueur:2, Lime Liqueur
lotr:item.lotr:mugLimeLiqueur:3, Lime Liqueur
lotr:item.lotr:mugLimeLiqueur:4, Lime Liqueur
lotr:item.lotr:helmetRohanMarshal, Rohirric Marshal Helmet
lotr:item.lotr:bodyRohanMarshal, Rohirric Marshal Chestplate
lotr:item.lotr:legsRohanMarshal, Rohirric Marshal Leggings
lotr:item.lotr:bootsRohanMarshal, Rohirric Marshal Boots
lotr:item.lotr:obsidianShard, Obsidian Shard
lotr:item.lotr:shovelTauredain, Tauredain Shovel
lotr:item.lotr:pickaxeTauredain, Tauredain Pickaxe
lotr:item.lotr:axeTauredain, Tauredain Axe
lotr:item.lotr:hoeTauredain, Tauredain Hoe
lotr:item.lotr:daggerTauredain, Tauredain Dagger
lotr:item.lotr:daggerTauredainPoisoned, Poisoned Tauredain Dagger
lotr:item.lotr:spearTauredain, Tauredain Spear
lotr:item.lotr:swordTauredain, Tauredain Sword
lotr:item.lotr:helmetTauredain, Tauredain Helmet
lotr:item.lotr:bodyTauredain, Tauredain Chestplate
lotr:item.lotr:legsTauredain, Tauredain Leggings
lotr:item.lotr:bootsTauredain, Tauredain Boots
lotr:item.lotr:helmetTauredainChieftain, Tauredain Chieftain Helmet
lotr:item.lotr:poleaxeNearHarad, Near Harad Poleaxe
lotr:item.lotr:pikeUruk, Uruk Pike
lotr:item.lotr:horseArmorNearHarad, Near Harad Horse Armor
lotr:item.lotr:polearmOrc, Mordor Warscythe
lotr:item.lotr:lanceDolAmroth, Dol Amroth Lance
lotr:item.lotr:polearmHighElven, High Elven Battlestaff
lotr:item.lotr:polearmElven, Galadhrim Battlestaff
lotr:item.lotr:polearmWoodElven, Wood-elven Battlestaff
lotr:item.lotr:tauredainBlowgun, Tauredain Blowgun
lotr:item.lotr:tauredainDart, Tauredain Dart
lotr:item.lotr:tauredainDartPoisoned, Poisoned Tauredain Dart
lotr:item.lotr:daggerBarrow, Barrow-blade
lotr:item.lotr:daggerBarrowPoisoned, Poisoned Barrow-blade
lotr:item.lotr:muttonRaw, Raw Mutton
lotr:item.lotr:muttonCooked, Cooked Mutton
lotr:item.lotr:maceNearHarad, Near Harad Mace
lotr:item.lotr:mugTauredainCocoa:0, Tauredain Cocoa
lotr:item.lotr:mugTauredainCocoa:1, Tauredain Cocoa
lotr:item.lotr:mugTauredainCocoa:2, Tauredain Cocoa
lotr:item.lotr:mugTauredainCocoa:3, Tauredain Cocoa
lotr:item.lotr:mugTauredainCocoa:4, Tauredain Cocoa
lotr:item.lotr:hithlain, Hithlain
lotr:item.lotr:helmetHithlain, Galadhrim Cloak Hood
lotr:item.lotr:bodyHithlain, Galadhrim Cloak Tunic
lotr:item.lotr:legsHithlain, Galadhrim Cloak Leggings
lotr:item.lotr:bootsHithlain, Galadhrim Cloak Boots
lotr:item.lotr:boarArmorDwarven, Dwarven Boar Armor
lotr:item.lotr:boarArmorBlueDwarven, Blue Dwarven Boar Armor
lotr:item.lotr:driedReed, Dried Reed
lotr:item.lotr:pikeHalfTroll, Half-troll Pike
lotr:item.lotr:pikeIron, Iron Pike
lotr:item.lotr:tauredainDoubleTorch, Tauredain Torch
lotr:item.lotr:helmetTauredainGold, Golden Tauredain Helmet
lotr:item.lotr:bodyTauredainGold, Golden Tauredain Chestplate
lotr:item.lotr:legsTauredainGold, Golden Tauredain Leggings
lotr:item.lotr:bootsTauredainGold, Golden Tauredain Boots
lotr:item.lotr:mugTauredainCure, Jungle Remedy
lotr:item.lotr:tauredainAmulet, Tauredain Amulet
lotr:item.lotr:pikeDwarven, Dwarven Pike
lotr:item.lotr:pikeBlueDwarven, Blue Dwarven Pike
lotr:item.lotr:corn, Corn
lotr:item.lotr:daggerDolAmroth, Dol Amroth Dagger
lotr:item.lotr:daggerDolAmrothPoisoned, Poisoned Dol Amroth Dagger
lotr:item.lotr:helmetGundabadUruk, Gundabad Uruk Helmet
lotr:item.lotr:bodyGundabadUruk, Gundabad Uruk Chestplate
lotr:item.lotr:legsGundabadUruk, Gundabad Uruk Leggings
lotr:item.lotr:bootsGundabadUruk, Gundabad Uruk Boots
lotr:item.lotr:lanceGondor, Gondorian Lance
lotr:item.lotr:swordGundabadUruk, Gundabad Uruk Cleaver
lotr:item.lotr:battleaxeGundabadUruk, Gundabad Uruk Waraxe
lotr:item.lotr:hammerGundabadUruk, Gundabad Uruk Bludgeon
lotr:item.lotr:helmetUrukBerserker, Uruk Berserker Helmet
lotr:item.lotr:scimitarUrukBerserker, Uruk Berserker Scimitar
lotr:item.lotr:mugCornLiquor:0, Corn Liquor
lotr:item.lotr:mugCornLiquor:1, Corn Liquor
lotr:item.lotr:mugCornLiquor:2, Corn Liquor
lotr:item.lotr:mugCornLiquor:3, Corn Liquor
lotr:item.lotr:mugCornLiquor:4, Corn Liquor
lotr:item.lotr:gateGear, Gate Gears
lotr:item.lotr:wargFurBed, Warg Fur Bed
lotr:item.lotr:deerRaw, Raw Venison
lotr:item.lotr:deerCooked, Cooked Venison
lotr:item.lotr:kebab, Kebab
lotr:item.lotr:lanceRohan, Rohirric Lance
lotr:item.lotr:cornCooked, Cooked Corn
lotr:item.lotr:shishKebab, Shish Kebab
lotr:item.lotr:longspearElven, Galadhrim Longspear
lotr:item.lotr:longspearHighElven, High Elven Longspear
lotr:item.lotr:longspearWoodElven, Wood-elven Longspear
lotr:item.lotr:ringil, Ringil
lotr:item.lotr:halberdMithril, Mithril Halberd
AgriCraft:seedPotato, Potato Seeds
AgriCraft:seedCarrot, Carrot Seeds
AgriCraft:seedSugarcane, Sugarcane Seeds
AgriCraft:seedDandelion, Dandelion Seeds
AgriCraft:seedPoppy, Poppy Seeds
AgriCraft:seedOrchid, Blue Orchid Seeds
AgriCraft:seedAllium, Allium Seeds
AgriCraft:seedTulipRed, Red Tulip Seeds
AgriCraft:seedTulipOrange, Orange Tulip Seeds
AgriCraft:seedTulipWhite, White Tulip Seeds
AgriCraft:seedTulipPink, Pink Tulip Seeds
AgriCraft:seedDaisy, Daisy Seeds
AgriCraft:seedCactus, Cactus Seeds
AgriCraft:seedShroomRed, Red Mushroom Spores
AgriCraft:seedShroomBrown, Brown Mushroom Spores
AgriCraft:cropsItem, Crop Sticks
AgriCraft:journal, Agricultural Journal
AgriCraft:magnifyingGlass, Magnifying Glass
AgriCraft:debugger, Debugger
AgriCraft:trowel, Gardening Trowel
AgriCraft:handRake:0, Wooden Hand Rake
AgriCraft:handRake:1, Iron Hand Rake
AgriCraft:clipper, Clipper
AgriCraft:clipping, Clipping
AncientWarfare:research_book, Research Book
AncientWarfare:research_note, Research Note
AncientWarfare:backpack:0, Small Pack
AncientWarfare:backpack:1, Travel Pack
AncientWarfare:backpack:2, Medium Pack
AncientWarfare:backpack:3, Large Pack
AncientWarfare:wooden_hammer, Wooden Hammer
AncientWarfare:stone_hammer, Stone Hammer
AncientWarfare:iron_hammer, Iron Hammer
AncientWarfare:gold_hammer, Gold Hammer
AncientWarfare:diamond_hammer, Diamond Hammer
AncientWarfare:wooden_quill, Wooden Quill
AncientWarfare:stone_quill, Stone Quill
AncientWarfare:iron_quill, Iron Quill
AncientWarfare:gold_quill, Gold Quil
AncientWarfare:diamond_quill, Diamond Quill
AncientWarfare:component:0, Wooden Gear Set
AncientWarfare:component:1, Iron Gear Set
AncientWarfare:component:2, Steel Gear Set
AncientWarfare:component:3, Wooden Bushing Set
AncientWarfare:component:4, Iron Bushing Set Set
AncientWarfare:component:100, Food Bundle
AncientWarfare:component:5, Steel Bushing Set
AncientWarfare:component:6, Wooden Torque Shaft
AncientWarfare:component:7, Iron Torque Shaft
AncientWarfare:component:8, Steel Torque Shaft
AncientWarfare:steel_ingot, Steel Ingot
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paintbrush
AncientWarfareAutomation:worksite_upgrade:0, Medium Bounds Upgrade
AncientWarfareAutomation:worksite_upgrade:1, Large Bounds Upgrade
AncientWarfareAutomation:worksite_upgrade:2, Medium Quarry Upgrade
AncientWarfareAutomation:worksite_upgrade:3, Large Quarry Upgrade
AncientWarfareAutomation:worksite_upgrade:4, Lightly Enchanted Tools Upgrade
AncientWarfareAutomation:worksite_upgrade:5, Highly Enchanted Tools Upgrade
AncientWarfareAutomation:worksite_upgrade:6, Basic Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:7, Intermediate Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:8, Advanced Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:9, Basic Chunkloader Upgrade
AncientWarfareAutomation:worksite_upgrade:10, Quarry Chunkloader Upgrade
AncientWarfareNpc:npc_spawner, item.npc_spawner.name
AncientWarfareNpc:work_order, Work Order
AncientWarfareNpc:upkeep_order, Upkeep Order
AncientWarfareNpc:combat_order, Combat Order
AncientWarfareNpc:routing_order, Routing Order
AncientWarfareNpc:trade_order, Trade Order
AncientWarfareNpc:wooden_command_baton, Wooden Command Baton
AncientWarfareNpc:stone_command_baton, Stone Command Baton
AncientWarfareNpc:iron_command_baton, Iron Command Baton
AncientWarfareNpc:gold_command_baton, Gold Command Baton
AncientWarfareNpc:diamond_command_baton, Diamond Command Baton 
AncientWarfareNpc:bard_instrument:0, Lute
AncientWarfareNpc:bard_instrument:1, Flute
AncientWarfareNpc:bard_instrument:2, Harp
AncientWarfareNpc:bard_instrument:3, Drum
AncientWarfareNpc:wooden_shield, Wooden Shield
AncientWarfareNpc:stone_shield, Stone Shield
AncientWarfareNpc:iron_shield, Iron Shield
